commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1868.8	115.4	5.33	0.313	300	discard	auto 309 screen: {"need_bonus": 45.015, "flex_bonus": 6.48, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 23.641, "bench_bonus": 11.972, "wait_discount": 0.236, "wait_margin": 6.483, "injury_penalty": 29.138, "rb_early_bonus": 6.71
a42634f	1847.1	126.4	6.02	0.317	300	discard	auto 310 screen: {"need_bonus": 55.162, "flex_bonus": 9.236, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 29.802, "bench_bonus": 3.583, "wait_discount": 0.379, "wait_margin": 7.071, "kdef_rounds_from_end": 3, "injury_penalty": 21.
a42634f	1880.8	119.1	5.01	0.389	2700	discard	auto 311 confirmed: {"need_bonus": 81.971, "flex_bonus": 9.713, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 30.642, "bench_bonus": 10.753, "wait_discount": 0.33, "wait_margin": 6.715, "kdef_rounds_from_end": 3, "injury_penalty": 92.874, "rb_early_bonus"
a42634f	1851.7	118.0	5.66	0.313	300	discard	auto 312 screen: {"need_bonus": 48.973, "flex_bonus": 10.411, "depth_quota_wr": 6, "surplus_penalty": 10.913, "bench_bonus": 11.298, "wait_discount": 0.525, "wait_margin": -0.3, "kdef_rounds_from_end": 1, "injury_penalty": 137.245, "rb_early_bonus": 1.066, "qb_earlie
a42634f	1863.1	122.1	5.53	0.347	300	discard	auto 313 screen: {"need_bonus": 47.382, "flex_bonus": 8.301, "depth_quota_rb": 2, "surplus_penalty": 45.054, "bench_bonus": 6.967, "wait_discount": 0.314, "wait_margin": 4.345, "injury_penalty": 87.718, "rb_early_bonus": 5.76, "qb_earliest_round": 5, "avail_sigma": 6
a42634f	1872.5	114.9	5.32	0.37	300	discard	auto 314 screen: {"need_bonus": 87.574, "flex_bonus": 11.14, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 7.964, "bench_bonus": 10.822, "wait_discount": 0.115, "wait_margin": 5.611, "injury_penalty": 32.061, "rb_early_bonus": 10.3
a42634f	1886.0	118.6	4.89	0.395	2700	discard	auto 315 confirmed: {"need_bonus": 44.375, "flex_bonus": 10.704, "depth_quota_wr": 6, "surplus_penalty": 19.67, "bench_bonus": 10.761, "wait_discount": 0.283, "wait_margin": 3.192, "injury_penalty": 17.321, "rb_early_bonus": 7.251, "qb_earliest_round": 5, "te_earliest_r
a42634f	1875.8	119.3	5.12	0.4	300	discard	auto 316 screen: {"need_bonus": 50.082, "flex_bonus": 12.553, "surplus_penalty": 21.095, "bench_bonus": 7.157, "wait_discount": 0.518, "wait_margin": 5.15, "injury_penalty": 113.115, "rb_early_bonus": 9.61, "avail_sigma": 8.99, "avail_strength": 0.74, "cliff_gap": 11
a42634f	1878.2	117.8	5.03	0.41	300	discard	auto 317 screen: {"need_bonus": 24.614, "flex_bonus": 7.127, "depth_quota_rb": 4, "depth_quota_te": 4, "surplus_penalty": 31.389, "bench_bonus": 7.282, "wait_discount": 0.263, "wait_margin": 2.85, "kdef_rounds_from_end": 3, "injury_penalty": 52.395, "rb_early_bonus":
a42634f	1865.8	118.0	5.47	0.333	300	discard	auto 318 screen: {"need_bonus": 38.068, "flex_bonus": 12.408, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 35.471, "bench_bonus": 5.025, "wait_discount": 0.375, "wait_margin": 2.387, "injury_penalty": 49.579, "rb_early_bonus": 8.6
a42634f	1892.2	116.2	4.73	0.413	2700	discard	auto 319 confirmed: {"need_bonus": 48.256, "flex_bonus": 13.693, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 28.468, "bench_bonus": 6.264, "wait_discount": 0.206, "wait_margin": 3.619, "injury_penalty": 65.222, "rb_early_bonus": 10.402, "avail_sigma": 6
a42634f	1889.9	118.1	4.8	0.419	2700	discard	auto 320 confirmed: {"need_bonus": 38.474, "flex_bonus": 11.196, "surplus_penalty": 30.565, "bench_bonus": 7.751, "wait_discount": 0.367, "wait_margin": 4.145, "kdef_rounds_from_end": 3, "injury_penalty": 76.926, "rb_early_bonus": 6.715, "qb_earliest_round": 3, "avail_s
a42634f	1880.3	119.8	5.18	0.347	300	discard	auto 321 screen: {"need_bonus": 47.157, "flex_bonus": 10.504, "depth_quota_wr": 6, "surplus_penalty": 21.735, "bench_bonus": 8.286, "wait_discount": 0.383, "wait_margin": 3.925, "kdef_rounds_from_end": 3, "injury_penalty": 106.767, "rb_early_bonus": 1.222, "qb_earlie
a42634f	1890.3	116.9	4.79	0.417	2700	discard	auto 322 confirmed: {"need_bonus": 33.216, "flex_bonus": 14.147, "depth_quota_rb": 2, "depth_quota_wr": 6, "surplus_penalty": 27.347, "bench_bonus": 7.312, "wait_discount": 0.224, "wait_margin": 5.006, "injury_penalty": 72.65, "rb_early_bonus": 5.436, "avail_sigma": 8.2
a42634f	1874.2	116.0	5.29	0.357	300	discard	auto 323 screen: {"need_bonus": 59.253, "flex_bonus": 12.847, "depth_quota_rb": 2, "depth_quota_wr": 6, "surplus_penalty": 18.888, "bench_bonus": 10.365, "wait_discount": 0.222, "wait_margin": 4.802, "injury_penalty": 111.115, "rb_early_bonus": 6.752, "te_earliest_ro
a42634f	1868.5	116.6	5.3	0.367	300	discard	auto 324 screen: {"need_bonus": 58.097, "flex_bonus": 8.641, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 28.666, "bench_bonus": 10.162, "wait_discount": 0.218, "wait_margin": 5.301, "injury_penalty": 84.921, 
a42634f	1866.2	117.3	5.4	0.343	300	discard	auto 325 screen: {"need_bonus": 57.041, "flex_bonus": 10.227, "depth_quota_wr": 4, "surplus_penalty": 32.981, "bench_bonus": 10.353, "wait_discount": 0.272, "wait_margin": 4.546, "kdef_rounds_from_end": 1, "injury_penalty": 31.089, "rb_early_bonus": 5.531, "te_earlie
a42634f	1882.0	120.1	5.02	0.39	300	discard	auto 326 screen: {"need_bonus": 43.975, "flex_bonus": 2.878, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 40.189, "bench_bonus": 11.112, "wait_discount": 0.185, "wait_margin": 5.36, "kdef_rounds_from_end": 3, "injury_penalty": 54.969, "rb_early_bonus"
a42634f	1883.7	116.6	4.98	0.397	300	discard	auto 327 screen: {"need_bonus": 29.349, "flex_bonus": 15.369, "depth_quota_rb": 4, "surplus_penalty": 42.693, "bench_bonus": 9.166, "wait_discount": 0.503, "wait_margin": 4.35, "kdef_rounds_from_end": 3, "injury_penalty": 80.332, "rb_early_bonus": 9.242, "avail_sigma
a42634f	1867.5	124.7	5.48	0.337	300	discard	auto 328 screen: {"need_bonus": 68.378, "flex_bonus": 16.835, "depth_quota_qb": 2, "surplus_penalty": 74.505, "bench_bonus": 8.09, "wait_discount": 0.401, "wait_margin": 6.733, "injury_penalty": 188.886, "rb_early_bonus": -2.63, "qb_earliest_round": 3, "te_earliest_r
a42634f	1878.5	124.6	5.18	0.373	300	discard	auto 329 screen: {"need_bonus": 22.721, "flex_bonus": 13.362, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 8.837, "bench_bonus": 6.813, "wait_discount": 0.277, "wait_margin": 4.196, "injury_penalty": 86.448, "rb_early_bonus": 5.633, "qb_earliest_round
a42634f	1888.2	122.9	4.89	0.405	2700	discard	auto 330 confirmed: {"need_bonus": 23.671, "flex_bonus": 3.2, "depth_quota_qb": 4, "surplus_penalty": 5.862, "bench_bonus": 8.437, "wait_discount": 0.428, "wait_margin": 5.105, "kdef_rounds_from_end": 3, "injury_penalty": 79.309, "rb_early_bonus": 3.625, "qb_earliest_ro
a42634f	1856.6	126.0	5.65	0.323	300	discard	auto 331 screen: {"need_bonus": 25.885, "flex_bonus": -0.795, "depth_quota_wr": 6, "surplus_penalty": 37.11, "bench_bonus": 8.96, "wait_discount": 0.1, "wait_margin": 7.746, "kdef_rounds_from_end": 1, "injury_penalty": 61.729, "rb_early_bonus": 3.519, "te_earliest_ro
a42634f	1880.8	120.3	5.04	0.387	2700	discard	auto 332 confirmed: {"need_bonus": 9.362, "flex_bonus": 18.864, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 14.797, "bench_bonus": 8.897, "wait_discount": 0.529, "wait_margin": 0.387, "injury_penalty": 20.828, "rb_early_bonus": 7.38
a42634f	1872.5	115.5	5.18	0.367	300	discard	auto 333 screen: {"need_bonus": 23.398, "flex_bonus": 11.755, "depth_quota_rb": 2, "depth_quota_te": 4, "surplus_penalty": 45.874, "bench_bonus": 10.406, "wait_discount": 0.295, "wait_margin": 3.672, "injury_penalty": 58.327, "rb_early_bonus": 10.096, "qb_earliest_ro
a42634f	1876.9	113.7	5.08	0.36	300	discard	auto 334 screen: {"need_bonus": 40.908, "flex_bonus": 15.633, "depth_quota_rb": 4, "depth_quota_te": 2, "surplus_penalty": 13.164, "bench_bonus": 3.894, "wait_discount": 0.055, "wait_margin": 5.935, "injury_penalty": 62.003, "rb_early_bonus": 12.198, "avail_sigma": 1
a42634f	1883.0	114.5	5.07	0.397	300	discard	auto 335 screen: {"need_bonus": 46.931, "flex_bonus": 6.765, "depth_quota_rb": 4, "surplus_penalty": 32.423, "bench_bonus": 10.027, "wait_discount": 0.287, "wait_margin": 3.896, "injury_penalty": 49.847, "rb_early_bonus": 4.958, "qb_earliest_round": 3, "avail_sigma":
a42634f	1876.5	119.4	5.15	0.377	2700	discard	auto 336 confirmed: {"need_bonus": 54.544, "flex_bonus": 10.659, "depth_quota_rb": 4, "depth_quota_te": 4, "surplus_penalty": 30.255, "bench_bonus": 6.188, "wait_discount": 0.189, "wait_margin": 2.416, "kdef_rounds_from_end": 3, "injury_penalty": 86.751, "rb_early_bonus
a42634f	1838.6	121.3	6.24	0.227	300	discard	auto 337 screen: {"need_bonus": 73.327, "flex_bonus": 11.92, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_qb": 2, "surplus_penalty": 26.456, "bench_bonus": 8.819, "wait_discount": 0.292, "wait_margin": 6.108, "kdef_rounds_from_end": 1, "injury_penalty": 88.
a42634f	1863.0	123.1	5.53	0.34	300	discard	auto 338 screen: {"need_bonus": 61.81, "flex_bonus": -1.61, "depth_quota_rb": 2, "depth_quota_wr": 4, "surplus_penalty": 37.714, "bench_bonus": 0.611, "wait_discount": 0.862, "wait_margin": 2.72, "injury_penalty": 166.689, "rb_early_bonus": 6.547, "te_earliest_round"
a42634f	1858.8	114.4	5.58	0.333	300	discard	auto 339 screen: {"need_bonus": 26.741, "flex_bonus": 6.539, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 20.285, "bench_bonus": 7.989, "wait_discount": 0.297, "wait_margin": 5.812, "kdef_rounds_from_end": 1, "injury_penalty": 84.
a42634f	1870.2	124.9	5.43	0.363	300	discard	auto 340 screen: {"need_bonus": 47.473, "flex_bonus": 10.946, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 30.997, "bench_bonus": 10.238, "wait_discount": 0.303, "wait_margin": 4.505, "injury_penalty": 90.719,
a42634f	1879.6	119.4	5.07	0.353	300	discard	auto 341 screen: {"need_bonus": 43.537, "flex_bonus": 7.845, "depth_quota_rb": 4, "depth_quota_te": 2, "surplus_penalty": 32.628, "bench_bonus": 7.095, "wait_discount": 0.299, "wait_margin": 3.424, "injury_penalty": 88.819, "rb_early_bonus": 6.779, "qb_earliest_round
a42634f	1874.0	119.6	5.19	0.377	300	discard	auto 342 screen: {"need_bonus": 28.004, "flex_bonus": 9.622, "depth_quota_rb": 2, "surplus_penalty": 25.786, "bench_bonus": 7.435, "wait_discount": 0.176, "wait_margin": 4.738, "injury_penalty": 59.889, "rb_early_bonus": 2.655, "qb_earliest_round": 5, "avail_sigma": 
a42634f	1832.7	120.2	6.21	0.253	300	discard	auto 343 screen: {"need_bonus": 52.093, "flex_bonus": 3.885, "depth_quota_wr": 6, "depth_quota_qb": 2, "surplus_penalty": 29.03, "bench_bonus": 7.033, "wait_discount": 0.244, "wait_margin": 4.034, "kdef_rounds_from_end": 1, "injury_penalty": 74.543, "rb_early_bonus":
a42634f	1878.5	121.1	5.14	0.387	300	discard	auto 344 screen: {"need_bonus": 40.562, "flex_bonus": 9.216, "depth_quota_rb": 2, "depth_quota_qb": 4, "surplus_penalty": 25.602, "bench_bonus": 8.602, "wait_discount": 0.294, "wait_margin": 4.848, "injury_penalty": 49.971, "rb_early_bonus": 7.35, "qb_earliest_round"
a42634f	1861.8	114.3	5.56	0.303	300	discard	auto 345 screen: {"need_bonus": 13.658, "flex_bonus": 8.122, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 45.102, "bench_bonus": 12.379, "wait_discount": 0.319, "wait_margin": 3.387, "kdef_rounds_from_end": 3, "injury_penalty": 10
a42634f	1866.9	119.9	5.45	0.333	300	discard	auto 346 screen: {"need_bonus": 46.975, "flex_bonus": 14.187, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 15.678, "bench_bonus": 12.54, "wait_discount": 0.382, "wait_margin": 4.913, "injury_penalty": 114.584, "rb_early_bonus": 6.816, "qb_earliest_rou
a42634f	1818.7	121.5	6.64	0.213	300	discard	auto 347 screen: {"need_bonus": 25.541, "flex_bonus": 12.825, "depth_quota_rb": 2, "surplus_penalty": 50.711, "bench_bonus": 12.161, "wait_discount": 0.659, "wait_margin": 1.177, "kdef_rounds_from_end": 1, "injury_penalty": 120.013, "rb_early_bonus": 3.208, "avail_si
a42634f	1888.8	118.7	4.85	0.402	2700	discard	auto 348 confirmed: {"need_bonus": 42.318, "flex_bonus": 10.221, "surplus_penalty": 34.269, "bench_bonus": 8.174, "wait_discount": 0.062, "wait_margin": 3.698, "injury_penalty": 70.478, "rb_early_bonus": 3.495, "qb_earliest_round": 3, "avail_sigma": 4.675, "avail_streng
a42634f	1834.6	117.3	6.4	0.233	300	discard	auto 349 screen: {"need_bonus": 85.829, "flex_bonus": 12.567, "depth_quota_wr": 4, "depth_quota_qb": 2, "surplus_penalty": 19.736, "bench_bonus": 3.709, "wait_discount": 0.286, "wait_margin": 1.951, "injury_penalty": 22.821, "rb_early_bonus": 12.043, "qb_earliest_rou
a42634f	1890.0	121.4	4.91	0.406	2700	discard	auto 350 confirmed: {"need_bonus": 37.301, "flex_bonus": 8.823, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 59.466, "bench_bonus": -1.47, "wait_discount": 0.267, "wait_margin": 0.822, "kdef_rounds_from_end": 3, "injury_penalty": 44.025, "rb_early_bonus"
a42634f	1793.8	114.0	7.36	0.163	300	discard	auto 351 screen: {"need_bonus": 58.789, "flex_bonus": 25.072, "depth_quota_qb": 4, "surplus_penalty": 63.62, "bench_bonus": -0.055, "wait_discount": 0.257, "wait_margin": 4.428, "injury_penalty": 59.195, "rb_early_bonus": -0.507, "te_earliest_round": 2, "avail_sigma"
a42634f	1841.7	115.0	6.07	0.243	300	discard	auto 352 screen: {"need_bonus": 41.105, "flex_bonus": 9.34, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 33.957, "bench_bonus": 6.736, "wait_discount": 0.306, "wait_margin": 5.926, "kdef_rounds_from_end": 1, "injury_penalty": 75.587, "rb_early_bonus":
a42634f	1871.2	111.2	5.21	0.33	300	discard	auto 353 screen: {"need_bonus": 41.61, "flex_bonus": 13.014, "depth_quota_rb": 4, "surplus_penalty": -0.358, "bench_bonus": 9.078, "wait_discount": 0.514, "wait_margin": 4.793, "kdef_rounds_from_end": 1, "injury_penalty": 75.053, "rb_early_bonus": 13.011, "avail_sigm
a42634f	1877.1	120.1	5.19	0.381	2700	discard	auto 354 confirmed: {"need_bonus": 65.459, "flex_bonus": 11.925, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 37.802, "bench_bonus": 11.093, "wait_discount": 0.361, "wait_margin": 7.498, "injury_penalty": 74.333, "rb_early_bonus": 5.974, "te_earliest_rou
a42634f	1866.1	123.5	5.48	0.363	300	discard	auto 355 screen: {"need_bonus": 40.801, "flex_bonus": 9.373, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 36.589, "bench_bonus": 6.79, "wait_discount": 0.286, "wait_margin": 4.338, "injury_penalty": 90.368, "rb_early_bonus": 9.315
a42634f	1879.6	126.9	5.26	0.35	300	discard	auto 356 screen: {"need_bonus": 16.972, "flex_bonus": -2.203, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 35.364, "bench_bonus": 17.269, "wait_discount": 0.437, "wait_margin": 6.877, "kdef_rounds_from_end": 3, "injury_penalty": 130.124, "rb_early_bon
a42634f	1876.8	114.5	5.11	0.373	300	discard	auto 357 screen: {"need_bonus": 44.261, "flex_bonus": 12.509, "surplus_penalty": 21.95, "bench_bonus": 7.024, "wait_discount": 0.383, "wait_margin": 3.652, "injury_penalty": 77.503, "rb_early_bonus": 7.353, "te_earliest_round": 4, "avail_sigma": 8.767, "avail_strengt
a42634f	1873.4	119.1	5.28	0.343	300	discard	auto 358 screen: {"need_bonus": 46.871, "flex_bonus": 7.905, "depth_quota_rb": 2, "depth_quota_qb": 2, "surplus_penalty": 18.79, "bench_bonus": 13.013, "wait_discount": 0.233, "wait_margin": 4.441, "kdef_rounds_from_end": 3, "injury_penalty": 71.129, "rb_early_bonus"
a42634f	1883.6	121.8	5.05	0.39	300	discard	auto 359 screen: {"need_bonus": 38.105, "flex_bonus": 11.887, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 15.599, "bench_bonus": 9.875, "wait_discount": 0.259, "wait_margin": 1.537, "injury_penalty": 86.407, "rb_early_bonus": 5.906, "qb_earliest_roun
a42634f	1854.5	126.7	5.75	0.277	300	discard	auto 360 screen: {"need_bonus": 44.968, "flex_bonus": 6.463, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 27.652, "bench_bonus": 6.686, "wait_discount": 0.4, "wait_margin": 6.375, "kdef_rounds_from_end": 1, "injury_penalty": 62.92
a42634f	1852.2	117.9	5.87	0.29	300	discard	auto 361 screen: {"need_bonus": 121.286, "flex_bonus": -0.249, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 15.14, "bench_bonus": 16.177, "wait_margin": 4.15, "injury_penalty": 68.042, "rb_early_bonus": 9.172, "te_earliest_round": 4, "avail_sigma": 6.
a42634f	1870.6	114.1	5.21	0.373	300	discard	auto 362 screen: {"need_bonus": 42.914, "flex_bonus": 9.046, "depth_quota_qb": 2, "surplus_penalty": 32.768, "bench_bonus": 8.963, "wait_discount": 0.367, "wait_margin": 3.747, "kdef_rounds_from_end": 1, "injury_penalty": 54.645, "rb_early_bonus": 8.507, "qb_earliest
a42634f	1862.4	118.8	5.47	0.313	300	discard	auto 363 screen: {"need_bonus": 25.818, "flex_bonus": 10.612, "surplus_penalty": 10.615, "bench_bonus": 5.833, "wait_discount": 0.104, "wait_margin": 3.004, "kdef_rounds_from_end": 1, "injury_penalty": 109.126, "rb_early_bonus": 9.912, "avail_sigma": 11.593, "avail_s
a42634f	1875.1	119.6	5.28	0.343	300	discard	auto 364 screen: {"need_bonus": 30.769, "flex_bonus": 11.243, "depth_quota_rb": 2, "surplus_penalty": 30.491, "bench_bonus": 4.837, "wait_discount": 0.45, "wait_margin": 6.795, "injury_penalty": 57.084, "rb_early_bonus": 7.841, "te_earliest_round": 4, "avail_sigma": 
a42634f	1876.7	119.8	5.09	0.39	300	discard	auto 365 screen: {"need_bonus": 57.607, "flex_bonus": 5.759, "surplus_penalty": 10.03, "bench_bonus": 13.144, "wait_discount": 0.591, "wait_margin": 9.494, "injury_penalty": 87.968, "rb_early_bonus": 6.995, "qb_earliest_round": 5, "te_earliest_round": 2, "avail_sigma
a42634f	1858.9	108.8	5.41	0.317	300	discard	auto 366 screen: {"need_bonus": 59.854, "flex_bonus": 8.358, "depth_quota_rb": 2, "depth_quota_qb": 4, "surplus_penalty": 23.406, "bench_bonus": 9.043, "wait_discount": 0.284, "wait_margin": 4.204, "kdef_rounds_from_end": 3, "injury_penalty": 96.784, "rb_early_bonus"
a42634f	1872.8	114.9	5.27	0.36	300	discard	auto 367 screen: {"need_bonus": 33.083, "flex_bonus": 7.535, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 21.445, "bench_bonus": 7.646, "wait_discount": 0.242, "wait_margin": 4.757, "injury_penalty": 105.48, "rb_early_bonus": 7.68
a42634f	1887.2	118.0	4.81	0.416	2700	discard	auto 368 confirmed: {"need_bonus": 51.317, "flex_bonus": 17.189, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 12.201, "bench_bonus": 4.244, "wait_discount": 0.263, "wait_margin": 1.169, "injury_penalty": 38.707, "rb_early_bonus": 5.803, "te_earliest_roun
a42634f	1861.7	119.8	5.38	0.353	300	discard	auto 369 screen: {"need_bonus": 47.318, "flex_bonus": 8.596, "depth_quota_rb": 2, "surplus_penalty": 35.113, "bench_bonus": 6.94, "wait_discount": 0.288, "wait_margin": 4.618, "kdef_rounds_from_end": 3, "injury_penalty": 83.573, "rb_early_bonus": 8.27, "qb_earliest_r
a42634f	1861.7	117.7	5.67	0.307	300	discard	auto 370 screen: {"need_bonus": 30.926, "flex_bonus": 4.316, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 26.758, "bench_bonus": 9.639, "wait_discount": 0.271, "wait_margin": 1.62, "kdef_rounds_from_end": 1, "injury_penalty": 80.0
a42634f	1882.4	118.7	5.06	0.393	300	discard	auto 371 screen: {"need_bonus": 35.278, "flex_bonus": 10.465, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 25.494, "bench_bonus": 6.618, "wait_discount": 0.253, "wait_margin": 4.313, "kdef_rounds_from_end": 3, "injury_penalty": 68.995, "rb_early_bonus
a42634f	1851.5	120.5	5.64	0.347	300	discard	auto 372 screen: {"need_bonus": 36.276, "flex_bonus": 15.694, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": -5.486, "bench_bonus": -5.413, "wait_discount": 0.404, "wait_margin": -0.102, "injury_penalty": 150.26
a42634f	1865.9	127.5	5.59	0.33	300	discard	auto 373 screen: {"need_bonus": 20.824, "flex_bonus": 11.511, "depth_quota_qb": 4, "surplus_penalty": 41.69, "bench_bonus": 7.535, "wait_discount": 0.39, "wait_margin": 3.912, "kdef_rounds_from_end": 1, "injury_penalty": 54.459, "rb_early_bonus": 5.623, "qb_earliest_
a42634f	1843.4	118.6	6.08	0.277	300	discard	auto 374 screen: {"need_bonus": 87.86, "flex_bonus": 0.965, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 21.024, "bench_bonus": 1.984, "wait_discount": 0.428, "wait_margin": -1.075, "kdef_rounds_from_end": 1, "injury_penalty": 72.972, "rb_early_bonus"
a42634f	1836.6	120.0	6.25	0.257	300	discard	auto 375 screen: {"need_bonus": 74.843, "flex_bonus": 7.734, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 37.496, "bench_bonus": 7.662, "wait_discount": 0.412, "wait_margin": 6.025, "injury_penalty": 91.123, "rb_early_bonus": 4.90
a42634f	1833.7	122.9	6.26	0.25	300	discard	auto 376 screen: {"need_bonus": 53.048, "flex_bonus": 11.818, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 25.764, "bench_bonus": 5.951, "wait_discount": 0.13, "wait_margin": 3.202, "kdef_rounds_from_end": 1, 
a42634f	1878.1	117.5	5.18	0.353	300	discard	auto 377 screen: {"need_bonus": 121.938, "flex_bonus": -8.601, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 0.584, "bench_bonus": 7.571, "wait_discount": 0.514, "wait_margin": 5.905, "kdef_rounds_from_end": 3, "injury_penalty": 152.008, "rb_early_bonu
a42634f	1884.4	123.2	5.08	0.387	300	discard	auto 378 screen: {"need_bonus": 77.158, "flex_bonus": 7.771, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 29.019, "bench_bonus": 9.955, "wait_discount": 0.093, "wait_margin": 6.502, "injury_penalty": 118.068, 
a42634f	1852.2	125.2	5.85	0.29	300	discard	auto 379 screen: {"need_bonus": 41.885, "flex_bonus": 6.567, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 29.857, "bench_bonus": -0.582, "wait_discount": 0.818, "wait_margin": 4.313, "kdef_rounds_from_end": 3, "injury_penalty": 84
a42634f	1857.2	124.3	5.68	0.347	300	discard	auto 380 screen: {"need_bonus": 58.709, "flex_bonus": 9.622, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 27.454, "bench_bonus": 9.116, "wait_discount": 0.347, "wait_margin": 4.18, "kdef_rounds_from_end": 3, "injury_penalty": 91.4
a42634f	1849.7	119.5	5.98	0.27	300	discard	auto 381 screen: {"need_bonus": 47.657, "flex_bonus": 7.921, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 15.031, "bench_bonus": 1.432, "wait_discount": 0.159, "wait_margin": 3.185, "kdef_rounds_from_end": 1, "injury_penalty": 150
a42634f	1847.4	114.6	6.04	0.253	300	discard	auto 382 screen: {"need_bonus": 45.661, "flex_bonus": 12.065, "depth_quota_te": 4, "surplus_penalty": 29.644, "bench_bonus": 13.131, "wait_discount": 0.302, "wait_margin": 4.296, "kdef_rounds_from_end": 1, "injury_penalty": 75.529, "rb_early_bonus": 8.857, "te_earlie
a42634f	1862.0	116.1	5.61	0.307	300	discard	auto 383 screen: {"need_bonus": 44.852, "flex_bonus": 12.419, "depth_quota_wr": 4, "surplus_penalty": 30.167, "bench_bonus": 6.684, "wait_discount": 0.253, "wait_margin": 4.769, "kdef_rounds_from_end": 1, "injury_penalty": 75.175, "rb_early_bonus": 5.863, "te_earlies
a42634f	1876.5	115.1	5.17	0.393	300	discard	auto 384 screen: {"need_bonus": 35.739, "flex_bonus": 17.011, "depth_quota_qb": 2, "surplus_penalty": 38.371, "bench_bonus": 4.291, "wait_discount": 0.31, "wait_margin": 3.324, "injury_penalty": 92.043, "rb_early_bonus": 12.473, "qb_earliest_round": 5, "avail_sigma":
a42634f	1883.3	115.1	5.13	0.353	300	discard	auto 385 screen: {"need_bonus": 49.313, "flex_bonus": -4.3, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 24.104, "bench_bonus": 13.941, "wait_discount": 0.151, "wait_margin": 6.598, "injury_penalty": 132.776, "rb_early_bonus": 8.741, "avail_sigma": 12
a42634f	1849.3	123.5	5.81	0.317	300	discard	auto 386 screen: {"need_bonus": 36.747, "flex_bonus": 7.12, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 16.542, "bench_bonus": 4.617, "wait_discount": 0.311, "wait_margin": 5.948, "kdef_rounds_from_end": 1, "
